,neg,neu,pos,compound
"convomf is good, how is it so annoying to use the road, the scbd area is jammed, eh, it's more like that, maybe just change to saturday and sunday, Citayem fashion week",0.091,0.759,0.149,0.2964
"potential to trigger a rise in covid, DKI Provincial Government holds mass swab test, Citayam Fashion Week, National Newspaper, Jakarta, Corona Virus, Vaccine, Citayamfashionweek, SCBD, Jakarta, Indonesia, news update, httpstcorllmbouy",0.0,1.0,0.0,0.0
"imitation city, Citayam fashion week, local brand lurah, jajal catwalk, street sonar wartasonora sonorabandung citayamfashionweek scbd trendingnow viral bragabandung click read httpstcobixpkqjl",0.0,1.0,0.0,0.0
rt lamz mafiawasit otewe hamlet watching scbd fashion week httpstcovznxmteh,0.0,1.0,0.0,0.0
sell motorcycle jacket and black std full protector black price rp rp get shopee products httpstcojqxovnikq shopeeid shopeemy shopeeph shopee shopeemx motogp worldsbk riding motogp citayem fashion week scbd stadium httpstcomehnlpjnni,0.0,1.0,0.0,0.0
teen bireuen imitates fashion week ala scbd sneers netizens from home pkh httpstcolxhcdlac,0.0,1.0,0.0,0.0
sorry but like an scbd kid who joins Citayam fashion week httpstcolnidjtp,0.08,0.694,0.226,0.4767
"It's no different, Euy Imron, the judge of detikcom, just disbanded Fashion Week, he's not responsible for the harm, I can't imagine a crash tomorrow, then he's responsible for the patent for the sign of a minor SCBD child",0.224,0.723,0.053,-0.7481
tunjung fashion week ala teenager scbd disbanded as mayor of surabaya httpstcobcdhjlpvl,0.0,1.0,0.0,0.0
"mahendrasmara noo citayam fashion week is scbd jakarta but the contents are indeed children, mainly Depok, one of the citayem",0.0,1.0,0.0,0.0
fantastic unloading the results of bonge scbd flooding job citayam fashion week httpstcoyffdgoa,0.0,0.769,0.231,0.5574
"Baim's efforts to empower the Citayam Fashion Week brand, scbd residents protest httpstcoosazxslozk detikforum, gossip artist, gossip forum, httpstcoqyuowsqs",0.252,0.748,0.0,-0.5267
rt rhmardika abbey road fashion week scbd citayam fashion week httpstcocblbimbwe,0.0,1.0,0.0,0.0
"scherazade ms is back on the viral Citayam fashion week, scbd people teach transportation, it's broken, people claim to be artists",0.134,0.866,0.0,-0.4767
"the state regulates the property of the trust, examples of obeying the rules of the community, regulate, support, close the citayemfashionweek, close the citayemfashionweek httpstcoftnvejgrq",0.0,0.793,0.207,0.7184
citayam fashion week hak baim monday street catwalk phenomenon yr era scbd expression event httpstcoounlcush,0.0,0.828,0.172,0.4404
"Jokowi is responsive & positively supports the Citayam Fashion Week phenomenon in Indonesia, great jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd rights to stayselcaday monday frenchgp forever nieuws idn httpstconyltsbuyt",0.0,0.667,0.333,0.91
"The sidewalk fashion show across the street from the hamlet area of ​​Central Jakarta is often the case with Citayam Fashion Week, the value of NGOs violating the law on road traffic numbers, Citayemfashionweek scbd httpstcorjimqgc",0.088,0.852,0.06,-0.2732
santri pasundan citayemfashionweek httpstcoftnvejgrq,0.0,1.0,0.0,0.0
painapplee due to scbd fashion week wkwk,0.0,1.0,0.0,0.0
https tcomgnvrpfts top patent info pariaman genius umar infojakarta forum infosumbar,0.0,0.847,0.153,0.2023
jajal citayam fashion week in the Wako scbd area got a canoe batik httpstcowyogbctcw,0.0,1.0,0.0,0.0
Jakarta Deputy Governor Riza proposes to hold a mass covid swab test for Citayam Fashion Week SCBD httpstcodnfzec,0.0,1.0,0.0,0.0
"when it's done, people get the rights, the scbd boy immediately makes a name, just bojong fashion week, then the one who registers the rights to make it is a cat, wow httpstcojfkxcslqc",0.0,0.888,0.112,0.5859
ezash scbd fashion week aka around the former delta cibitung,0.0,1.0,0.0,0.0
"president joko widodo jokowi spoke about the phenomenon of citayam fashion week, hamlet Jakarta, nicknamed youth scbd citayemfashionweek scbd bonge jeje httpstcojookhmrxwv",0.0,1.0,0.0,0.0
viral jeje slebew angry Citayam fashion week netizen scbd artist is furious gaesss httpstcodmhdpwkwn,0.368,0.632,0.0,-0.7906
"move fast, Baim immediately register for Citayam Fashion Week, Ministry of Law and Human Rights, Citayam SCBD httpstcosqylhjniqw",0.0,1.0,0.0,0.0
"rt tvonenews citayam fashion week, hamlet area, central Jakarta, central Jakarta, increasingly trending with scbd boys",0.0,1.0,0.0,0.0
rt haikal azizi citayam fashion week scbd margonda crossing is difficult,0.2,0.8,0.0,-0.3612
"Jokowi is responsive & positively supports the Citayam Fashion Week phenomenon in Indonesia, great jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd rights to stayselcaday monday frenchgp forever nieuws idn httpstcomvkvdf",0.0,0.667,0.333,0.91
rt farizskmr scbd fashion week with jerseyforum officialkjti httpstcoyakclnxsd,0.0,1.0,0.0,0.0
"annanirwana andreasmunthe grsang ernestprakasa why is it that the discussion is relaxed, wow, don't be serious, you can just relax, say it, mbah google, httpstcoxprgqhic, if participation is not a problem, then good luck getting it",0.051,0.598,0.35,0.9181
"imo citayem fashion week the crowd of scbd is too much, it's really original",0.0,0.834,0.166,0.3804
"ps glow, property closed, Citayam fashion week shop, monopoly, rich artist, becomes a cuan field for the phenomenon of scbd tongkrong children httpstcoepeihzv",0.0,0.854,0.146,0.5574
"citayam fashion week, street fashion, youth, sudirman area, central business district, scbd",0.0,1.0,0.0,0.0
"the boisterous youth side of Citayam fashion week, see in full Japanoise Citayam Fashion Week Dukuhatas SCBD httpstcolvogseeeiu httpstcomenjwwrwu",0.0,1.0,0.0,0.0
"talkative business behavior against original business ideas, accepts scbd fashion week owned by residents of Citayam Bojong Gede, Depok, fun httpstcobvnsqfq",0.0,0.695,0.305,0.7845
"Pasundan students urge the police to close the scbd fashion week to disrupt the orderly elements of education, what is the reason for the widespread impact of morality conscious Aniesbaswedan ridwankamil httpstconbfapwky",0.0,1.0,0.0,0.0
try the citayam fashion week scbd viral httpstcomqxlmnwvm happy monday morning tweeps httpstcovxmgkqkj,0.0,0.764,0.236,0.5719
"citayam fashion week scbd eh sctv gold scbd sudirman who renovated Aniesbaswedan who went viral, Bonge et al who registered Baim Paula's rights, don't know shame",0.0,0.907,0.093,0.3724
"If Baim & Paula intend to preserve the Citayam Fashion Week, don't lose it, push the bonge dates jeje n Roy the scbd icon for the bokujer entertainment business to register the rights of the student cake, tiger case claims httpstcoifxpdkcjp",0.0,0.88,0.12,0.6197
"Activist Citayam Fashion Week is passionate about scbd youth, Sudirman Citayam Bojonggede, Depok Kilas, entertains, actively supports the Governor of DKI Jakarta, Anies Baswedan, httpstcoilwgbjx",0.0,0.644,0.356,0.891
Jokowi is responsive & positively supports the phenomenon of Citayam Fashion Week Indonesia Great jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd rights to stayselcaday monday frenchgp forever nieuws idn httpstconamxhht,0.0,0.667,0.333,0.91
citayam fashion week scbd sudirman citayam bojonggede depok true brand dar joke netizens who are busy relating to the organic mass hype phenomenon,0.0,0.808,0.192,0.6124
hrdbacot scbd fashion week day month blm tuh scbd sudirman citayam bojong depok,0.0,1.0,0.0,0.0
"aniesbaswedan's advice, hopefully fashion week scbd property will be damaged, park will disturb workers, road will pass through scbd, thank you",0.201,0.612,0.187,-0.1027
mafiawasit otewe hamlet watching scbd fashion week httpstcovznxmteh,0.0,1.0,0.0,0.0
citayem fashion week click httpstcokbvatfdeci check products & apparel outfit promos Citayam citayem discount promos fashionweek bonge citayemfashionweek citayamfashionweek scbd openbo sudirmancitayembojongdepok jeje jejeslebew httpstcoaxzafkjp,0.0,1.0,0.0,0.0
"Jokowi is responsive & positively supports the Citayam Fashion Week phenomenon in Indonesia, great jokowidodo citayemfashionweek scbd bonge jeje ri kpworldtourd rights to stayselcaday monday frenchgp forever nieuws idn httpstcolreexxo",0.0,0.667,0.333,0.91
proud c abud lazy n support httpstcoopqaots httpstcobinrmzwpb,0.221,0.265,0.513,0.5106
scbd sense of the area in the group of teenagers scbd nature of residents orders the concept of gathering space headline httpstcoegejgopg,0.0,1.0,0.0,0.0
alunalun cilacap fashion week acfw car free day cfd alunalun cilacap sunday july at local time alunaluncilacapfashionweek acfw scbd scbdsudirman scbd jakarta scbd jakarta scbdfashionweek scbdlyfe scbdviral scbdictionary scbdancecomyne https,0.0,0.898,0.102,0.5106
"the proso gresik fashion week trend scbd the tenger area is full of jammed noodles, delicious colorful outfits httpstcoiyvssojvvt",0.0,0.829,0.171,0.5719
the phenomenon of Citayam slang children gather in the scbd area to discuss hanging out making Citayam fashion week ilisteners early in the morning,0.0,1.0,0.0,0.0
"wonkyto gallo realrisman rs opposition doncarl mdy romance aniesbaswedan httpstconkqejfgxbf message aniesbaswedan to citayam fashion week keep order, clean, respect norms & org",0.0,0.669,0.331,0.8555
Jokowi is responsive & positively supports the phenomenon of Citayam Fashion Week IndonesiaGreat jokowidodo Citayemfashionweek scbd bonge jeje ri kpworldtourd rights to stayselcaday monday frenchgp forever nieuws idn httpstcoskxtbmqlv,0.0,0.749,0.251,0.8126
rt vivacoid negative cap children scbd citayam fashion week santri httpstcofgzarlwhy,0.27,0.73,0.0,-0.5719
"RT Musniumar this morning visited scbd Citayam Fashion Week, Hamlet Jakarta, which went viral all over the world thanks to creativity",0.0,0.776,0.224,0.6705
"Musni Umar's RT visited Hamlet Jakarta this morning, Scbd Citayam Fashion Week, viral many thanks for visiting area A",0.0,0.854,0.146,0.4404
negative stamp of children scbd citayam fashion week santri httpstcofgzarlwhy,0.291,0.709,0.0,-0.5719
"swamp scbd which is booming social media or not, if scbd is a fashion week icon who pioneered the citizens of Jakarta, Citayam, if I'm very grateful, thank you to the provincial government, if you hate sich, look for mistakes, it's already a job",0.123,0.756,0.121,-0.0332
rt love myself ultraconservative hardline opposition majority likes the citayam fashion week scbd phenomenon padah,0.0,0.65,0.35,0.7906
rt makkeuuuu httpstcosjfrosrut jakarta international stadium sctv scbd baim paula reply stolen by the rich gita coty f,0.147,0.688,0.165,0.1027
rt musniumar morning hamlet jakarta scbd citayam fashion week which is viral this time is not dominated by teenagers with,0.0,1.0,0.0,0.0
me and my lovely wife alun-alun cilacap fashion week acfw car free day cfd alun-alun cilacap sunday july at wib alun-aluncilacapfashionweek acfw scbd scbdsudirman scbd jakarta scbd jakarta scbdfashionweek scbdlyfe scbdviral scbdictionarylivtmsts,0.0,0.809,0.191,0.7964
rt bne w citayam fashion week scbd the trend that is birthday and the name cross lawa is not boneless,0.0,1.0,0.0,0.0
its nice to see people are having with the citayem malioboro scbd fashion week stuff haha ​​sharpen fashion sense and confidence too at least its what brings people together,0.0,0.741,0.259,0.8442
rt wolipop board model indonesia rich people jakarta invasion of scbd area turn lisa,0.0,0.783,0.217,0.5574
rt nverad don't think citayam fashion week viral literacy activist who made scbd literary festival,0.0,0.814,0.186,0.4939
Do you think that Citayam Fashion Week viral is the literacy activist who made the SCBD Literary Festival,0.0,0.842,0.158,0.4939
"zebracros fashion week is really tacky, the sissy dr scbd, the national sissy agenda is breaking out",0.0,1.0,0.0,0.0
scbd indonesia viral sudirman fashion week fashionweek catwalk deddycorbuzier youtube community citayem bojong depok mediaindonesia deddy corbuzier logic comedy podcast yt contest content httpstcobnzoyqwj,0.0,0.902,0.098,0.3612
Jakarta residents value scbd citayam fashion week youth httpstcowzxhegicy,0.0,0.769,0.231,0.34
jeje son sudirman scbd angry photo Citayam fashion week hot effort Baim Paula blasphemes cfw list trademark rights of vice governor of dki ministry of law and human rights httpstcompbpgnimqw,0.102,0.898,0.0,-0.5106
"Kartika Putri Beber is worried about Citayam Fashion Week, Sudirman Central Business District, KartikaPutri SCBD SCBD httpstcohvvcvjs",0.121,0.879,0.0,-0.296
rt chacha rangkuti save scbd fashion week httpst twr wifi,0.0,0.738,0.262,0.4939
"continue the dark side of citayam fashion week scbd clean and tidy area full of garbage, be aware of throwing out trash where people visit to disturb public activities",0.083,0.833,0.083,0.0
"Let's be on the bright side, scbd, a place for the elite, business activities, work, etc., the public creative space, hits the fashion world, the Citayam fashion week, the public bust",0.0,0.828,0.172,0.7003
"The dark side of the light of Citayam Fashion Week responds to the neat phenomenon of the city of DKI Jakarta, belongs to the view of the dark side of the light Citayamfashionweek scbd the dark side",0.0,0.923,0.077,0.4588
scbd citayam fashion week httpstcocslthoei,0.0,1.0,0.0,0.0
"blasphemy berates Baim who registered the Citayam Fashion Week brand, brand list, personal gain, ignores scbd children, parties go viral",0.083,0.675,0.242,0.6124
knot created by the poor stolen by the rich,0.373,0.296,0.331,-0.1779
"rt benismind txtdaribandung pulls out the Citayam Fashion Week phenomenon, people just think it's me",0.0,1.0,0.0,0.0
rt sigit dwi last friday coalition friends protect children scbd citayam fashion week adal,0.0,0.678,0.322,0.6908
"Tired of seeing the news of Citayam Fashion Weekscbddukuh et al, it's weird, people",0.277,0.723,0.0,-0.5574
musniumar is great musniumar hope you are healthy the viral place scbd citayam fashion week,0.0,0.553,0.447,0.8658
"Last Friday, friends of the Scbd Citayam Children Protection Coalition, Fashion Week, the creative ideas of children, Aryobimmo claims, httpstcoqhpsjoeeyq",0.0,0.75,0.25,0.7184
save scbd fashion week https t co twr wifox j,0.0,0.686,0.314,0.4939
"Baim's effort to register the Citayam Fashion Week brand, Pdki I think, sparked the scbd youth community, Baim, the right to ask, yee created by the poor stolen by the rich",0.166,0.686,0.148,-0.1779
